starttime	seconds	ctime	dtime	ttime	wait
Sat Nov 09 14:22:24 2024	1731151344	0	677	677	677
Sat Nov 09 14:22:25 2024	1731151345	0	680	680	680
Sat Nov 09 14:22:22 2024	1731151342	0	681	681	681
Sat Nov 09 14:22:21 2024	1731151341	0	682	682	642
Sat Nov 09 14:22:26 2024	1731151346	0	682	682	682
Sat Nov 09 14:22:20 2024	1731151340	0	683	683	683
Sat Nov 09 14:22:20 2024	1731151340	0	683	683	683
Sat Nov 09 14:22:21 2024	1731151341	0	684	684	684
Sat Nov 09 14:22:20 2024	1731151340	0	685	685	685
Sat Nov 09 14:22:23 2024	1731151343	0	686	686	685
Sat Nov 09 14:22:22 2024	1731151342	0	687	687	686
Sat Nov 09 14:22:26 2024	1731151346	0	687	687	687
Sat Nov 09 14:22:21 2024	1731151341	0	688	688	688
Sat Nov 09 14:22:24 2024	1731151344	0	690	690	690
Sat Nov 09 14:22:26 2024	1731151346	0	691	691	691
Sat Nov 09 14:22:22 2024	1731151342	0	692	692	690
Sat Nov 09 14:22:25 2024	1731151345	0	694	694	694
Sat Nov 09 14:22:20 2024	1731151340	0	694	694	694
Sat Nov 09 14:22:25 2024	1731151345	0	694	694	693
Sat Nov 09 14:22:24 2024	1731151344	0	695	695	695
Sat Nov 09 14:22:20 2024	1731151340	0	696	696	696
Sat Nov 09 14:22:26 2024	1731151346	0	696	697	696
Sat Nov 09 14:22:20 2024	1731151340	0	699	699	699
Sat Nov 09 14:22:24 2024	1731151344	0	700	700	699
Sat Nov 09 14:22:23 2024	1731151343	0	700	700	699
Sat Nov 09 14:22:24 2024	1731151344	0	700	700	699
Sat Nov 09 14:22:26 2024	1731151346	0	702	702	701
Sat Nov 09 14:22:24 2024	1731151344	0	703	704	703
Sat Nov 09 14:22:23 2024	1731151343	0	705	705	705
Sat Nov 09 14:22:25 2024	1731151345	0	705	705	705
Sat Nov 09 14:22:24 2024	1731151344	0	706	706	706
Sat Nov 09 14:22:24 2024	1731151344	0	707	707	704
Sat Nov 09 14:22:25 2024	1731151345	0	708	708	708
Sat Nov 09 14:22:21 2024	1731151341	0	710	710	709
Sat Nov 09 14:22:22 2024	1731151342	0	710	710	709
Sat Nov 09 14:22:21 2024	1731151341	0	711	711	711
Sat Nov 09 14:22:23 2024	1731151343	0	711	711	711
Sat Nov 09 14:22:26 2024	1731151346	0	713	713	713
Sat Nov 09 14:22:24 2024	1731151344	0	714	714	713
Sat Nov 09 14:22:24 2024	1731151344	0	717	717	717
Sat Nov 09 14:22:23 2024	1731151343	0	722	722	722
Sat Nov 09 14:22:25 2024	1731151345	0	723	723	722
Sat Nov 09 14:22:25 2024	1731151345	0	724	724	723
Sat Nov 09 14:22:26 2024	1731151346	0	725	725	725
Sat Nov 09 14:22:24 2024	1731151344	0	727	727	727
Sat Nov 09 14:22:23 2024	1731151343	0	727	727	367
Sat Nov 09 14:22:20 2024	1731151340	0	729	729	728
Sat Nov 09 14:22:24 2024	1731151344	0	730	730	730
Sat Nov 09 14:22:23 2024	1731151343	0	733	733	733
Sat Nov 09 14:22:25 2024	1731151345	0	734	734	734
Sat Nov 09 14:22:24 2024	1731151344	0	735	735	735
Sat Nov 09 14:22:21 2024	1731151341	0	736	736	736
Sat Nov 09 14:22:22 2024	1731151342	0	737	738	737
Sat Nov 09 14:22:20 2024	1731151340	0	742	742	742
Sat Nov 09 14:22:25 2024	1731151345	0	742	743	742
Sat Nov 09 14:22:21 2024	1731151341	0	746	746	746
Sat Nov 09 14:22:20 2024	1731151340	0	748	748	748
Sat Nov 09 14:22:21 2024	1731151341	0	750	750	750
Sat Nov 09 14:22:20 2024	1731151340	0	752	752	488
Sat Nov 09 14:22:24 2024	1731151344	0	752	752	752
Sat Nov 09 14:22:26 2024	1731151346	0	754	754	754
Sat Nov 09 14:22:26 2024	1731151346	0	755	755	754
Sat Nov 09 14:22:23 2024	1731151343	0	756	756	756
Sat Nov 09 14:22:22 2024	1731151342	0	756	756	756
Sat Nov 09 14:22:22 2024	1731151342	0	757	757	756
Sat Nov 09 14:22:22 2024	1731151342	0	757	757	757
Sat Nov 09 14:22:22 2024	1731151342	0	757	757	757
Sat Nov 09 14:22:22 2024	1731151342	0	760	761	760
Sat Nov 09 14:22:20 2024	1731151340	0	761	761	761
Sat Nov 09 14:22:21 2024	1731151341	0	763	763	763
Sat Nov 09 14:22:26 2024	1731151346	0	765	765	749
Sat Nov 09 14:22:24 2024	1731151344	0	765	765	765
Sat Nov 09 14:22:25 2024	1731151345	0	766	766	766
Sat Nov 09 14:22:21 2024	1731151341	0	766	766	766
Sat Nov 09 14:22:24 2024	1731151344	0	769	769	769
Sat Nov 09 14:22:24 2024	1731151344	0	770	770	769
Sat Nov 09 14:22:24 2024	1731151344	0	770	770	770
Sat Nov 09 14:22:24 2024	1731151344	0	771	772	771
Sat Nov 09 14:22:20 2024	1731151340	0	772	772	772
Sat Nov 09 14:22:24 2024	1731151344	0	772	772	772
Sat Nov 09 14:22:25 2024	1731151345	0	774	774	773
Sat Nov 09 14:22:25 2024	1731151345	0	775	775	775
Sat Nov 09 14:22:25 2024	1731151345	0	775	775	775
Sat Nov 09 14:22:22 2024	1731151342	0	776	776	776
Sat Nov 09 14:22:24 2024	1731151344	0	776	776	776
Sat Nov 09 14:22:26 2024	1731151346	0	777	777	777
Sat Nov 09 14:22:26 2024	1731151346	0	780	780	779
Sat Nov 09 14:22:24 2024	1731151344	0	784	784	783
Sat Nov 09 14:22:24 2024	1731151344	0	784	784	784
Sat Nov 09 14:22:23 2024	1731151343	0	784	784	773
Sat Nov 09 14:22:23 2024	1731151343	0	784	784	784
Sat Nov 09 14:22:24 2024	1731151344	0	784	784	784
Sat Nov 09 14:22:24 2024	1731151344	0	786	786	786
Sat Nov 09 14:22:26 2024	1731151346	0	787	787	786
Sat Nov 09 14:22:26 2024	1731151346	0	789	789	788
Sat Nov 09 14:22:22 2024	1731151342	0	789	789	788
Sat Nov 09 14:22:21 2024	1731151341	0	792	792	792
Sat Nov 09 14:22:25 2024	1731151345	0	792	792	792
Sat Nov 09 14:22:20 2024	1731151340	0	794	794	794
Sat Nov 09 14:22:26 2024	1731151346	0	798	798	797
Sat Nov 09 14:22:24 2024	1731151344	0	798	798	798
Sat Nov 09 14:22:25 2024	1731151345	0	799	799	797
Sat Nov 09 14:22:24 2024	1731151344	0	799	799	796
Sat Nov 09 14:22:24 2024	1731151344	0	801	801	801
Sat Nov 09 14:22:25 2024	1731151345	0	806	806	806
Sat Nov 09 14:22:24 2024	1731151344	0	806	806	806
Sat Nov 09 14:22:22 2024	1731151342	0	809	809	809
Sat Nov 09 14:22:22 2024	1731151342	0	811	811	811
Sat Nov 09 14:22:22 2024	1731151342	0	812	812	812
Sat Nov 09 14:22:21 2024	1731151341	0	813	813	812
Sat Nov 09 14:22:23 2024	1731151343	0	816	816	816
Sat Nov 09 14:22:24 2024	1731151344	0	817	817	817
Sat Nov 09 14:22:24 2024	1731151344	0	817	817	817
Sat Nov 09 14:22:21 2024	1731151341	0	818	818	818
Sat Nov 09 14:22:25 2024	1731151345	0	818	818	807
Sat Nov 09 14:22:24 2024	1731151344	0	821	821	821
Sat Nov 09 14:22:21 2024	1731151341	0	824	824	824
Sat Nov 09 14:22:23 2024	1731151343	0	827	828	827
Sat Nov 09 14:22:20 2024	1731151340	0	832	832	832
Sat Nov 09 14:22:22 2024	1731151342	0	834	834	833
Sat Nov 09 14:22:22 2024	1731151342	0	836	836	835
Sat Nov 09 14:22:22 2024	1731151342	0	837	837	837
Sat Nov 09 14:22:24 2024	1731151344	0	843	843	583
Sat Nov 09 14:22:24 2024	1731151344	0	846	846	846
Sat Nov 09 14:22:22 2024	1731151342	0	847	847	847
Sat Nov 09 14:22:22 2024	1731151342	0	851	851	850
Sat Nov 09 14:22:21 2024	1731151341	0	851	851	851
Sat Nov 09 14:22:24 2024	1731151344	0	851	851	851
Sat Nov 09 14:22:24 2024	1731151344	0	851	851	851
Sat Nov 09 14:22:21 2024	1731151341	0	854	855	854
Sat Nov 09 14:22:20 2024	1731151340	0	856	856	855
Sat Nov 09 14:22:21 2024	1731151341	0	859	859	859
Sat Nov 09 14:22:24 2024	1731151344	0	859	859	859
Sat Nov 09 14:22:25 2024	1731151345	0	860	860	860
Sat Nov 09 14:22:26 2024	1731151346	0	869	869	834
Sat Nov 09 14:22:25 2024	1731151345	0	870	870	870
Sat Nov 09 14:22:21 2024	1731151341	0	875	875	874
Sat Nov 09 14:22:24 2024	1731151344	0	879	879	878
Sat Nov 09 14:22:25 2024	1731151345	0	882	882	881
Sat Nov 09 14:22:23 2024	1731151343	0	883	883	883
Sat Nov 09 14:22:25 2024	1731151345	0	888	888	887
Sat Nov 09 14:22:26 2024	1731151346	0	889	889	889
Sat Nov 09 14:22:25 2024	1731151345	0	894	894	893
Sat Nov 09 14:22:22 2024	1731151342	0	896	896	896
Sat Nov 09 14:22:23 2024	1731151343	0	901	901	570
Sat Nov 09 14:22:25 2024	1731151345	0	903	903	903
Sat Nov 09 14:22:20 2024	1731151340	1	905	907	905
Sat Nov 09 14:22:25 2024	1731151345	0	907	907	877
Sat Nov 09 14:22:20 2024	1731151340	0	912	912	912
Sat Nov 09 14:22:24 2024	1731151344	0	915	915	915
Sat Nov 09 14:22:21 2024	1731151341	0	918	918	917
Sat Nov 09 14:22:22 2024	1731151342	0	920	920	920
Sat Nov 09 14:22:24 2024	1731151344	0	922	922	922
Sat Nov 09 14:22:20 2024	1731151340	0	924	924	923
Sat Nov 09 14:22:21 2024	1731151341	0	928	928	928
Sat Nov 09 14:22:23 2024	1731151343	0	930	930	930
Sat Nov 09 14:22:23 2024	1731151343	0	931	931	931
Sat Nov 09 14:22:22 2024	1731151342	0	932	932	932
Sat Nov 09 14:22:26 2024	1731151346	0	932	932	932
Sat Nov 09 14:22:21 2024	1731151341	0	933	933	933
Sat Nov 09 14:22:20 2024	1731151340	0	934	934	934
Sat Nov 09 14:22:20 2024	1731151340	0	935	936	935
Sat Nov 09 14:22:22 2024	1731151342	0	937	937	925
Sat Nov 09 14:22:20 2024	1731151340	0	938	938	933
Sat Nov 09 14:22:24 2024	1731151344	0	939	939	938
Sat Nov 09 14:22:21 2024	1731151341	0	940	940	940
Sat Nov 09 14:22:20 2024	1731151340	0	941	941	940
Sat Nov 09 14:22:22 2024	1731151342	0	941	941	941
Sat Nov 09 14:22:20 2024	1731151340	0	947	947	947
Sat Nov 09 14:22:20 2024	1731151340	0	950	950	950
Sat Nov 09 14:22:22 2024	1731151342	0	951	951	951
Sat Nov 09 14:22:26 2024	1731151346	0	959	959	948
Sat Nov 09 14:22:20 2024	1731151340	1	963	964	963
Sat Nov 09 14:22:24 2024	1731151344	0	980	980	979
Sat Nov 09 14:22:25 2024	1731151345	0	980	980	980
Sat Nov 09 14:22:20 2024	1731151340	0	980	980	980
Sat Nov 09 14:22:23 2024	1731151343	0	984	984	984
Sat Nov 09 14:22:25 2024	1731151345	0	985	985	985
Sat Nov 09 14:22:24 2024	1731151344	0	986	986	986
Sat Nov 09 14:22:20 2024	1731151340	0	986	986	986
Sat Nov 09 14:22:24 2024	1731151344	0	987	987	987
Sat Nov 09 14:22:23 2024	1731151343	0	990	990	990
Sat Nov 09 14:22:26 2024	1731151346	0	994	994	994
Sat Nov 09 14:22:23 2024	1731151343	0	996	996	996
Sat Nov 09 14:22:21 2024	1731151341	0	998	998	998
Sat Nov 09 14:22:21 2024	1731151341	0	999	999	999
Sat Nov 09 14:22:22 2024	1731151342	0	1002	1002	1002
Sat Nov 09 14:22:26 2024	1731151346	0	1004	1004	736
Sat Nov 09 14:22:25 2024	1731151345	0	1005	1005	1005
Sat Nov 09 14:22:23 2024	1731151343	0	1007	1007	1006
Sat Nov 09 14:22:24 2024	1731151344	0	1007	1007	1007
Sat Nov 09 14:22:21 2024	1731151341	0	1007	1007	1007
Sat Nov 09 14:22:25 2024	1731151345	0	1007	1007	1007
Sat Nov 09 14:22:21 2024	1731151341	0	1009	1009	1008
Sat Nov 09 14:22:24 2024	1731151344	0	1011	1012	1011
Sat Nov 09 14:22:24 2024	1731151344	0	1015	1015	1015
Sat Nov 09 14:22:23 2024	1731151343	0	1017	1017	811
Sat Nov 09 14:22:24 2024	1731151344	0	1026	1026	1026
Sat Nov 09 14:22:21 2024	1731151341	0	1030	1030	1030
Sat Nov 09 14:22:22 2024	1731151342	0	1038	1038	798
Sat Nov 09 14:22:20 2024	1731151340	0	1039	1039	1037
Sat Nov 09 14:22:20 2024	1731151340	0	1040	1040	1039
Sat Nov 09 14:22:20 2024	1731151340	0	1045	1045	1044
Sat Nov 09 14:22:20 2024	1731151340	0	1045	1045	1045
Sat Nov 09 14:22:24 2024	1731151344	0	1048	1048	1048
Sat Nov 09 14:22:25 2024	1731151345	0	1049	1049	1049
Sat Nov 09 14:22:22 2024	1731151342	0	1053	1053	1053
Sat Nov 09 14:22:24 2024	1731151344	0	1053	1053	1052
Sat Nov 09 14:22:26 2024	1731151346	0	1063	1063	1063
Sat Nov 09 14:22:24 2024	1731151344	0	1070	1070	1069
Sat Nov 09 14:22:20 2024	1731151340	0	1075	1075	1075
Sat Nov 09 14:22:23 2024	1731151343	0	1078	1078	1077
Sat Nov 09 14:22:22 2024	1731151342	0	1084	1084	1084
Sat Nov 09 14:22:24 2024	1731151344	0	1090	1090	1089
Sat Nov 09 14:22:21 2024	1731151341	0	1097	1097	1097
Sat Nov 09 14:22:21 2024	1731151341	0	1098	1098	1098
Sat Nov 09 14:22:25 2024	1731151345	0	1099	1099	1098
Sat Nov 09 14:22:25 2024	1731151345	0	1109	1109	1108
Sat Nov 09 14:22:25 2024	1731151345	0	1110	1110	1109
Sat Nov 09 14:22:25 2024	1731151345	0	1110	1110	1109
Sat Nov 09 14:22:20 2024	1731151340	0	1113	1113	1113
Sat Nov 09 14:22:25 2024	1731151345	0	1118	1118	1118
Sat Nov 09 14:22:22 2024	1731151342	0	1121	1121	1121
Sat Nov 09 14:22:23 2024	1731151343	0	1130	1130	1130
Sat Nov 09 14:22:25 2024	1731151345	0	1134	1134	892
Sat Nov 09 14:22:25 2024	1731151345	0	1157	1157	1157
Sat Nov 09 14:22:25 2024	1731151345	0	1167	1167	1167
Sat Nov 09 14:22:20 2024	1731151340	0	1170	1170	1170
Sat Nov 09 14:22:24 2024	1731151344	0	1173	1173	1173
Sat Nov 09 14:22:25 2024	1731151345	0	1179	1179	1179
Sat Nov 09 14:22:25 2024	1731151345	0	1184	1184	1183
Sat Nov 09 14:22:26 2024	1731151346	0	1196	1196	1196
Sat Nov 09 14:22:23 2024	1731151343	0	1196	1196	1196
Sat Nov 09 14:22:23 2024	1731151343	0	1200	1200	1200
Sat Nov 09 14:22:20 2024	1731151340	2	1199	1201	1199
Sat Nov 09 14:22:23 2024	1731151343	0	1203	1203	1203
Sat Nov 09 14:22:20 2024	1731151340	0	1205	1205	1204
Sat Nov 09 14:22:22 2024	1731151342	0	1211	1211	1208
Sat Nov 09 14:22:23 2024	1731151343	0	1212	1212	1212
Sat Nov 09 14:22:25 2024	1731151345	0	1214	1214	1213
Sat Nov 09 14:22:23 2024	1731151343	0	1216	1216	1216
Sat Nov 09 14:22:25 2024	1731151345	0	1219	1219	1219
Sat Nov 09 14:22:25 2024	1731151345	0	1239	1239	1238
Sat Nov 09 14:22:23 2024	1731151343	0	1254	1254	1254
Sat Nov 09 14:22:24 2024	1731151344	0	1266	1266	1229
Sat Nov 09 14:22:24 2024	1731151344	0	1296	1296	1230
Sat Nov 09 14:22:23 2024	1731151343	0	1305	1305	1305
Sat Nov 09 14:22:26 2024	1731151346	0	1341	1341	1340
Sat Nov 09 14:22:20 2024	1731151340	1	1344	1345	1344
Sat Nov 09 14:22:25 2024	1731151345	0	1398	1398	1397
Sat Nov 09 14:22:20 2024	1731151340	0	1409	1409	1409
Sat Nov 09 14:22:20 2024	1731151340	0	1413	1413	1413
Sat Nov 09 14:22:24 2024	1731151344	0	1425	1425	1425
Sat Nov 09 14:22:22 2024	1731151342	0	1452	1452	1452
Sat Nov 09 14:22:26 2024	1731151346	0	1459	1460	1459
Sat Nov 09 14:22:22 2024	1731151342	0	1465	1465	1464
Sat Nov 09 14:22:25 2024	1731151345	0	1588	1588	1562
Sat Nov 09 14:22:25 2024	1731151345	0	1604	1604	1604
Sat Nov 09 14:22:25 2024	1731151345	0	1648	1648	1647
Sat Nov 09 14:22:25 2024	1731151345	0	1654	1654	1654
Sat Nov 09 14:22:24 2024	1731151344	0	1758	1758	1758
