starttime	seconds	ctime	dtime	ttime	wait
Sat Nov 09 14:22:24 2024	1731151344	0	638	638	638
Sat Nov 09 14:22:23 2024	1731151343	0	639	639	639
Sat Nov 09 14:22:22 2024	1731151342	0	640	640	639
Sat Nov 09 14:22:21 2024	1731151341	0	640	640	640
Sat Nov 09 14:22:26 2024	1731151346	0	640	640	640
Sat Nov 09 14:22:24 2024	1731151344	0	641	641	640
Sat Nov 09 14:22:25 2024	1731151345	0	642	642	642
Sat Nov 09 14:22:21 2024	1731151341	0	643	643	642
Sat Nov 09 14:22:22 2024	1731151342	0	643	643	643
Sat Nov 09 14:22:22 2024	1731151342	0	644	644	644
Sat Nov 09 14:22:26 2024	1731151346	0	644	644	644
Sat Nov 09 14:22:25 2024	1731151345	0	645	645	644
Sat Nov 09 14:22:22 2024	1731151342	0	645	645	644
Sat Nov 09 14:22:23 2024	1731151343	0	645	645	645
Sat Nov 09 14:22:20 2024	1731151340	0	645	645	645
Sat Nov 09 14:22:20 2024	1731151340	0	646	646	645
Sat Nov 09 14:22:25 2024	1731151345	0	647	647	476
Sat Nov 09 14:22:24 2024	1731151344	0	648	648	647
Sat Nov 09 14:22:20 2024	1731151340	0	649	649	649
Sat Nov 09 14:22:25 2024	1731151345	0	649	650	649
Sat Nov 09 14:22:22 2024	1731151342	0	650	650	650
Sat Nov 09 14:22:22 2024	1731151342	0	651	651	651
Sat Nov 09 14:22:22 2024	1731151342	0	653	653	652
Sat Nov 09 14:22:22 2024	1731151342	0	653	653	653
Sat Nov 09 14:22:21 2024	1731151341	0	654	654	653
Sat Nov 09 14:22:23 2024	1731151343	0	654	654	654
Sat Nov 09 14:22:25 2024	1731151345	0	654	654	654
Sat Nov 09 14:22:26 2024	1731151346	0	655	655	655
Sat Nov 09 14:22:26 2024	1731151346	0	655	655	655
Sat Nov 09 14:22:20 2024	1731151340	0	656	656	656
Sat Nov 09 14:22:22 2024	1731151342	0	657	657	657
Sat Nov 09 14:22:20 2024	1731151340	0	657	657	657
Sat Nov 09 14:22:26 2024	1731151346	0	657	657	657
Sat Nov 09 14:22:23 2024	1731151343	0	658	658	657
Sat Nov 09 14:22:21 2024	1731151341	0	659	659	659
Sat Nov 09 14:22:23 2024	1731151343	0	663	663	663
Sat Nov 09 14:22:24 2024	1731151344	0	665	665	665
Sat Nov 09 14:22:22 2024	1731151342	0	665	665	664
Sat Nov 09 14:22:20 2024	1731151340	0	666	666	665
Sat Nov 09 14:22:25 2024	1731151345	0	666	666	666
Sat Nov 09 14:22:21 2024	1731151341	0	668	668	668
Sat Nov 09 14:22:22 2024	1731151342	0	669	669	668
Sat Nov 09 14:22:25 2024	1731151345	0	670	670	669
Sat Nov 09 14:22:20 2024	1731151340	0	669	670	669
Sat Nov 09 14:22:26 2024	1731151346	0	670	670	670
Sat Nov 09 14:22:20 2024	1731151340	0	671	671	671
Sat Nov 09 14:22:25 2024	1731151345	0	673	673	673
Sat Nov 09 14:22:22 2024	1731151342	0	673	673	673
Sat Nov 09 14:22:21 2024	1731151341	0	674	674	674
Sat Nov 09 14:22:20 2024	1731151340	0	674	674	674
Sat Nov 09 14:22:22 2024	1731151342	0	676	676	675
Sat Nov 09 14:22:22 2024	1731151342	0	676	676	676
Sat Nov 09 14:22:25 2024	1731151345	0	677	677	677
